Time,Open,High,Low,Close,Volume
2007.06.07 00:00,0.84090,0.84760,0.84000,0.84050,3836
2007.06.08 00:00,0.84040,0.84470,0.83650,0.84470,4559
2007.06.10 00:00,0.84410,0.84440,0.84400,0.84410,24
2007.06.11 00:00,0.84420,0.84450,0.83920,0.84350,2473
2007.06.12 00:00,0.84380,0.84450,0.84000,0.84000,1886
2007.06.13 00:00,0.83980,0.84250,0.83590,0.84040,3331
2007.06.14 00:00,0.84060,0.84090,0.83320,0.83560,2578
2007.06.15 00:00,0.83580,0.84200,0.83510,0.84200,1920
2007.06.17 00:00,0.84170,0.84240,0.83960,0.83980,69
2007.06.18 00:00,0.83970,0.84520,0.83960,0.84250,2467
2007.06.19 00:00,0.84240,0.84690,0.84200,0.84650,1785
2007.06.20 00:00,0.84660,0.84740,0.84330,0.84420,1995
2007.06.21 00:00,0.84400,0.84740,0.84280,0.84730,1920
2007.06.22 00:00,0.84720,0.84920,0.84560,0.84710,2142
2007.06.24 00:00,0.84730,0.84810,0.84700,0.84760,28
2007.06.25 00:00,0.84750,0.84980,0.84620,0.84710,1654
2007.06.26 00:00,0.84730,0.85100,0.84510,0.84550,2494
2007.06.27 00:00,0.84560,0.84590,0.83550,0.83850,3923
2007.06.28 00:00,0.83840,0.84690,0.83770,0.84610,2884
2007.06.29 00:00,0.84620,0.85200,0.84610,0.84910,2905
2007.07.01 00:00,0.84820,0.84940,0.84750,0.84880,38
2007.07.02 00:00,0.84920,0.85970,0.84920,0.85840,2492
2007.07.03 00:00,0.85850,0.85950,0.85380,0.85430,2152
2007.07.04 00:00,0.85440,0.85850,0.85420,0.85750,1507
2007.07.05 00:00,0.85730,0.86080,0.85540,0.85600,2136
2007.07.06 00:00,0.85590,0.85880,0.85480,0.85790,1588
2007.07.08 00:00,0.85800,0.85800,0.85750,0.85780,16
2007.07.09 00:00,0.85790,0.86130,0.85670,0.85980,1883
2007.07.10 00:00,0.85990,0.86360,0.85640,0.86190,2519
2007.07.11 00:00,0.86200,0.86390,0.85730,0.86250,3586
2007.07.12 00:00,0.86260,0.86620,0.86020,0.86610,3077
2007.07.13 00:00,0.86600,0.87150,0.86540,0.87100,2616
2007.07.15 00:00,0.87130,0.87140,0.87040,0.87070,38
2007.07.16 00:00,0.87090,0.87620,0.86920,0.87160,2936
