Asset,TimeFrame,Time,Open,High,Low,Close,Year,Quarter,Month,Week
GBPJPY,H4,2017-10-24 12:00,149.898,150.068,149.773,150.051,2017,4,10,43
GBPJPY,H4,2017-10-24 16:00,150.046,150.077,149.692,149.945,2017,4,10,43
GBPJPY,H4,2017-10-24 20:00,149.944,149.979,149.406,149.525,2017,4,10,43
GBPJPY,H4,2017-10-25 00:00,149.528,149.615,149.119,149.538,2017,4,10,43
GBPJPY,H4,2017-10-25 04:00,149.540,149.651,149.322,149.374,2017,4,10,43
GBPJPY,H4,2017-10-25 08:00,149.378,149.671,149.339,149.559,2017,4,10,43
GBPJPY,H4,2017-10-25 12:00,149.560,150.434,149.269,150.360,2017,4,10,43
GBPJPY,H4,2017-10-25 16:00,150.360,151.379,150.262,151.222,2017,4,10,43
GBPJPY,H4,2017-10-25 20:00,151.221,151.246,150.386,150.487,2017,4,10,43
GBPJPY,H4,2017-10-26 00:00,150.486,150.866,150.451,150.811,2017,4,10,43
GBPJPY,H4,2017-10-26 04:00,150.811,150.888,149.750,150.747,2017,4,10,43
GBPJPY,H4,2017-10-26 08:00,150.745,150.771,150.469,150.556,2017,4,10,43
GBPJPY,H4,2017-10-26 12:00,150.554,150.643,150.140,150.140,2017,4,10,43
GBPJPY,H4,2017-10-26 16:00,150.140,150.395,149.779,150.212,2017,4,10,43
GBPJPY,H4,2017-10-26 20:00,150.211,150.266,149.760,149.850,2017,4,10,43
GBPJPY,H4,2017-10-27 00:00,149.850,150.130,149.750,149.916,2017,4,10,43
GBPJPY,H4,2017-10-27 04:00,149.981,150.027,149.635,149.799,2017,4,10,43
GBPJPY,H4,2017-10-27 08:00,149.798,149.941,149.708,149.865,2017,4,10,43
GBPJPY,H4,2017-10-27 12:00,149.866,149.980,148.980,149.196,2017,4,10,43
GBPJPY,H4,2017-10-27 16:00,149.195,149.697,149.081,149.457,2017,4,10,43
GBPJPY,H4,2017-10-27 20:00,149.457,149.569,148.925,149.418,2017,4,10,43
GBPJPY,H4,2017-10-28 00:00,149.420,149.488,149.171,149.231,2017,4,10,43
GBPJPY,H4,2017-10-29 04:00,149.229,149.341,149.151,149.252,2017,4,10,43
GBPJPY,H4,2017-10-30 00:00,149.171,149.341,149.114,149.252,2017,4,10,44
GBPJPY,H4,2017-10-30 04:00,149.251,149.476,149.213,149.280,2017,4,10,44
GBPJPY,H4,2017-10-30 08:00,149.281,149.392,149.168,149.339,2017,4,10,44
GBPJPY,H4,2017-10-30 12:00,149.341,149.728,149.186,149.530,2017,4,10,44
GBPJPY,H4,2017-10-30 16:00,149.530,150.002,149.420,149.567,2017,4,10,44
